X_id,operator_registration_number,postal_code,ward_number,ward_name
1711428,STR-2111-HPTKVK,M8V,3,Etobicoke-Lakeshore
1711429,STR-2111-HWZKVL,M6C,12,Toronto-St. Paul's
1711430,STR-2111-JFGKVM,M5B,13,Toronto Centre
1711431,STR-2111-FSWXVC,M6J,9,Davenport
1711432,STR-2111-GBCXVD,M6H,9,Davenport
1711433,STR-2111-GJJXVF,M5J,10,Spadina-Fort York
1711434,STR-2111-GYWXVH,M8V,3,Etobicoke-Lakeshore
1711435,STR-2111-HHCXVJ,M1M,20,Scarborough Southwest
1711436,STR-2111-HQJXVK,M6K,4,Parkdale-High Park
1711437,STR-2111-HXQXVL,M2J,17,Don Valley North
1711438,STR-2111-JFWXVM,M9V,1,Etobicoke North
1711439,STR-2111-FLGKVB,M6P,9,Davenport
1711440,STR-2111-FTMKVC,M5J,10,Spadina-Fort York
1711441,STR-2111-GSGKVG,M3A,16,Don Valley East
1711442,STR-2111-HHTKVJ,M8Z,3,Etobicoke-Lakeshore
1711443,STR-2112-JGMKVM,M5V,10,Spadina-Fort York
1711444,STR-2112-FDSDVB,M5V,10,Spadina-Fort York
1711445,STR-2112-GSYDVH,M4V,12,Toronto-St. Paul's
1711446,STR-2112-HBFDVJ,M4M,14,Toronto-Danforth
1711447,STR-2112-HJLDVK,M3J,7,Humber River-Black Creek
1711448,STR-2112-HRSDVL,M9V,1,Etobicoke North
1711449,STR-2112-HYYDVM,M6G,11,University-Rosedale
1711450,STR-2112-FMPRVC,M6J,10,Spadina-Fort York
1711451,STR-2112-HKBRVK,M5V,10,Spadina-Fort York
1711452,STR-2112-HSHRVL,M9M,7,Humber River-Black Creek
1711453,STR-2112-HZPRVM,M6P,4,Parkdale-High Park
1711454,STR-2112-FFYDVB,M6P,4,Parkdale-High Park
1711455,STR-2112-HWMKVL,M4M,14,Toronto-Danforth
1711456,STR-2112-FWLDVD,M4L,14,Toronto-Danforth
1711457,STR-2112-GDSDVF,M1K,21,Scarborough Centre
1711458,STR-2112-GLYDVG,M1K,20,Scarborough Southwest
1711459,STR-2112-GVFDVH,M5T,10,Spadina-Fort York
1711460,STR-2112-HCLDVJ,M4V,12,Toronto-St. Paul's
1711461,STR-2112-HSYDVL,M3M,6,York Centre
1711462,STR-2112-FPVRVC,M6K,10,Spadina-Fort York
1711463,STR-2112-FXBRVD,M4L,19,Beaches-East York
1711464,STR-2112-GFHRVF,M9B,3,Etobicoke-Lakeshore
1711465,STR-2112-GVVRVH,M5T,11,University-Rosedale
1711466,STR-2112-HDBRVJ,M4E,19,Beaches-East York
1711467,STR-2112-HLHRVK,M4P,15,Don Valley West
1711468,STR-2112-HTPRVL,M8Y,3,Etobicoke-Lakeshore
1711469,STR-2112-JBVRVM,M5A,13,Toronto Centre
1711470,STR-2112-FQLDVC,M4E,19,Beaches-East York
1711471,STR-2112-FXSDVD,M6R,4,Parkdale-High Park
1711472,STR-2112-GFYDVF,M5J,10,Spadina-Fort York
1711473,STR-2112-GPFDVG,M5V,10,Spadina-Fort York
1711474,STR-2112-GWLDVH,M5V,10,Spadina-Fort York
1711475,STR-2112-HDSDVJ,M5T,10,Spadina-Fort York
1711476,STR-2112-HVFDVL,M5J,10,Spadina-Fort York
1711477,STR-2112-FHVRVB,M2M,18,Willowdale
1711478,STR-2112-FRBRVC,M9W,1,Etobicoke North
1711479,STR-2112-HFHRVJ,M2M,18,Willowdale
1711480,STR-2112-HMPRVK,M6K,10,Spadina-Fort York
1711481,STR-2112-HVVRVL,M4X,13,Toronto Centre
1711482,STR-2112-FRSDVC,M3H,6,York Centre
1711483,STR-2112-GHFDVF,M5V,10,Spadina-Fort York
1711484,STR-2112-GQLDVG,M6N,5,York South-Weston
1711485,STR-2112-HFYDVJ,M4M,14,Toronto-Danforth
1711486,STR-2112-HPFDVK,M1R,21,Scarborough Centre
1711487,STR-2112-HWLDVL,M6G,11,University-Rosedale
1711488,STR-2112-JDSDVM,M1J,21,Scarborough Centre
1711489,STR-2112-FKBRVB,M4K,14,Toronto-Danforth
1711490,STR-2112-FSHRVC,M3K,6,York Centre
1711491,STR-2112-FZPRVD,M5V,10,Spadina-Fort York
1711492,STR-2112-GRBRVG,M9W,1,Etobicoke North
1711493,STR-2112-HGPRVJ,M5B,13,Toronto Centre
1711494,STR-2112-HPVRVK,M5T,11,University-Rosedale
1711495,STR-2112-HXBRVL,M6M,5,York South-Weston
1711496,STR-2112-JFHRVM,M2N,18,Willowdale
1711497,STR-2112-FKSDVB,M5E,10,Spadina-Fort York
1711498,STR-2112-FSYDVC,M4G,15,Don Valley West
1711499,STR-2112-GBFDVD,M5E,10,Spadina-Fort York
1711500,STR-2112-GJLDVF,M4S,12,Toronto-St. Paul's
1711501,STR-2112-GYYDVH,M5V,10,Spadina-Fort York
1711502,STR-2112-HQLDVK,M6E,8,Eglinton-Lawrence
1711503,STR-2112-JFYDVM,M4M,14,Toronto-Danforth
1711504,STR-2112-FLHRVB,M1N,20,Scarborough Southwest
1711505,STR-2112-FTPRVC,M8V,3,Etobicoke-Lakeshore
1711506,STR-2112-GSHRVG,M5J,10,Spadina-Fort York
1711507,STR-2112-HHVRVJ,M2N,18,Willowdale
1711508,STR-2112-HRBRVK,M5R,11,University-Rosedale
1711509,STR-2112-HYHRVL,M1M,20,Scarborough Southwest
1711510,STR-2112-JGPRVM,M5T,10,Spadina-Fort York
1711511,STR-2112-FDTKVB,M5V,10,Spadina-Fort York
1711512,STR-2112-FLZKVC,M8V,3,Etobicoke-Lakeshore
1711513,STR-2112-FVGKVD,M1R,21,Scarborough Centre
1711514,STR-2112-GKTKVG,M9B,2,Etobicoke Centre
1711515,STR-2112-GSZKVH,M5R,12,Toronto-St. Paul's
1711516,STR-2112-HBGKVJ,M5R,11,University-Rosedale
1711517,STR-2112-HRTKVL,M1M,24,Scarborough-Guildwood
1711518,STR-2112-HYZKVM,M5B,13,Toronto Centre
1711519,STR-2112-FFJXVB,M5V,10,Spadina-Fort York
1711520,STR-2112-FMQXVC,M5V,10,Spadina-Fort York
1711521,STR-2112-GDCXVF,M5V,10,Spadina-Fort York
1711522,STR-2112-HKCXVK,M2N,18,Willowdale
1711523,STR-2112-HZQXVM,M6E,12,Toronto-St. Paul's
1711524,STR-2112-FFZKVB,M6H,9,Davenport
1711525,STR-2112-FPGKVC,M2N,18,Willowdale
1711526,STR-2112-GLZKVG,M4S,15,Don Valley West
1711527,STR-2112-GVGKVH,M5J,10,Spadina-Fort York
1711528,STR-2112-HCMKVJ,M5V,10,Spadina-Fort York
1711529,STR-2112-HKTKVK,M5M,8,Eglinton-Lawrence
1711530,STR-2112-HSZKVL,M9A,2,Etobicoke Centre
1711531,STR-2112-GVWXVH,M5A,13,Toronto Centre
1711532,STR-2112-HLJXVK,M2R,18,Willowdale
1711533,STR-2112-HTQXVL,M9M,7,Humber River-Black Creek
1711534,STR-2112-JBWXVM,M6H,9,Davenport
1711535,STR-2112-FHGKVB,M6K,10,Spadina-Fort York
1711536,STR-2112-FQMKVC,M1C,25,Scarborough-Rouge Park
1711537,STR-2112-FXTKVD,M5J,10,Spadina-Fort York
1711538,STR-2112-GFZKVF,M6J,9,Davenport
1711539,STR-2112-GWMKVH,M6K,10,Spadina-Fort York
1711540,STR-2112-HVGKVL,M1G,24,Scarborough-Guildwood
1711541,STR-2112-FRCXVC,M5V,10,Spadina-Fort York
1711542,STR-2112-FYJXVD,M5V,10,Spadina-Fort York
1711543,STR-2112-GGQXVF,M6K,10,Spadina-Fort York
1711544,STR-2112-GPWXVG,M5V,10,Spadina-Fort York
1711545,STR-2112-GTBRVH,M6H,9,Davenport
1711546,STR-2112-HVWXVL,M9M,7,Humber River-Black Creek
1711547,STR-2112-JDCXVM,M4S,12,Toronto-St. Paul's
1711548,STR-2112-FJMKVB,M6S,4,Parkdale-High Park
1711549,STR-2112-GXTKVH,M2M,18,Willowdale
1711550,STR-2112-HFZKVJ,M1V,23,Scarborough North
1711551,STR-2112-HPGKVK,M6K,4,Parkdale-High Park
1711552,STR-2112-FKCXVB,M5V,10,Spadina-Fort York
1711553,STR-2112-FSJXVC,M6K,10,Spadina-Fort York
1711554,STR-2112-GHWXVF,M5V,10,Spadina-Fort York
1711555,STR-2112-GRCXVG,M5B,13,Toronto Centre
1711556,STR-2112-HGQXVJ,M5T,10,Spadina-Fort York
1711557,STR-2112-HPWXVK,M6S,4,Parkdale-High Park
1711558,STR-2112-FKTKVB,M6M,5,York South-Weston
1711559,STR-2112-FSZKVC,M5V,10,Spadina-Fort York
1711560,STR-2112-GBGKVD,M6S,4,Parkdale-High Park
1711561,STR-2112-GJMKVF,M5V,10,Spadina-Fort York
1711562,STR-2112-GRTKVG,M6G,11,University-Rosedale
1711563,STR-2112-HHGKVJ,M5V,10,Spadina-Fort York
1711564,STR-2112-HQMKVK,M5V,10,Spadina-Fort York
1711565,STR-2112-HXTKVL,M1S,23,Scarborough North
1711566,STR-2112-FTQXVC,M4P,12,Toronto-St. Paul's
1711567,STR-2112-GBWXVD,M6N,5,York South-Weston
1711568,STR-2112-GKCXVF,M4P,15,Don Valley West
1711569,STR-2112-GZQXVH,M5J,10,Spadina-Fort York
1711570,STR-2112-FDVRVB,M1W,22,Scarborough-Agincourt
1711571,STR-2112-FVHRVD,M5J,10,Spadina-Fort York
1711572,STR-2112-GCPRVF,M6H,9,Davenport
1711573,STR-2112-GKVRVG,M4X,13,Toronto Centre
1711574,STR-2112-HJPRVK,M5H,10,Spadina-Fort York
1711575,STR-2112-HRVRVL,M5V,10,Spadina-Fort York
1711576,STR-2112-HZBRVM,M2M,17,Don Valley North
1711577,STR-2112-FFLDVB,M2H,17,Don Valley North
1711578,STR-2112-FMSDVC,M5A,13,Toronto Centre
1711579,STR-2112-FVYDVD,M5V,10,Spadina-Fort York
1711580,STR-2112-GDFDVF,M5V,10,Spadina-Fort York
1711581,STR-2112-GLLDVG,M5R,11,University-Rosedale
1711582,STR-2112-GTSDVH,M2M,18,Willowdale
1711583,STR-2112-HBYDVJ,M6N,5,York South-Weston
1711584,STR-2112-HKFDVK,M6P,4,Parkdale-High Park
1711585,STR-2112-HZSDVM,M4R,8,Eglinton-Lawrence
1711586,STR-2112-FGBRVB,M5A,10,Spadina-Fort York
1711587,STR-2112-FWPRVD,M9C,2,Etobicoke Centre
1711588,STR-2201-GDVRVF,M3H,6,York Centre
1711589,STR-2201-GMBRVG,M4E,20,Scarborough Southwest
1711590,STR-2201-HKVRVK,M6H,9,Davenport
1711591,STR-2201-FGSDVB,M2M,17,Don Valley North
1711592,STR-2201-FXFDVD,M5A,10,Spadina-Fort York
1711593,STR-2201-GMSDVG,M8W,3,Etobicoke-Lakeshore
1711594,STR-2201-GVYDVH,M3N,7,Humber River-Black Creek
1711595,STR-2201-HDFDVJ,M6K,9,Davenport
1711596,STR-2201-HLLDVK,M6K,10,Spadina-Fort York
1711597,STR-2201-HTSDVL,M5V,10,Spadina-Fort York
1711598,STR-2201-JBYDVM,M2M,18,Willowdale
1711599,STR-2201-FHHRVB,M6H,9,Davenport
1711600,STR-2201-FXVRVD,M8V,3,Etobicoke-Lakeshore
1711601,STR-2201-GPHRVG,M4K,14,Toronto-Danforth
1711602,STR-2201-GWPRVH,M2M,18,Willowdale
1711603,STR-2201-HVHRVL,M6J,10,Spadina-Fort York
1711604,STR-2201-JCPRVM,M6K,4,Parkdale-High Park
1711605,STR-2201-FHYDVB,M4K,14,Toronto-Danforth
1711606,STR-2201-FRFDVC,M8W,3,Etobicoke-Lakeshore
1711607,STR-2201-GGSDVF,M5J,10,Spadina-Fort York
1711608,STR-2201-GPYDVG,M4P,12,Toronto-St. Paul's
1711609,STR-2201-HFLDVJ,M6M,5,York South-Weston
1711610,STR-2201-HMSDVK,M9M,7,Humber River-Black Creek
1711611,STR-2205-GXPXVH,M4E,19,Beaches-East York
1711612,STR-2201-HVYDVL,M6J,11,University-Rosedale
1711613,STR-2201-JDFDVM,M4E,19,Beaches-East York
1711614,STR-2201-FJPRVB,M6P,4,Parkdale-High Park
1711615,STR-2201-FRVRVC,M6R,4,Parkdale-High Park
1711616,STR-2201-FZBRVD,M2N,18,Willowdale
1711617,STR-2201-GHHRVF,M2J,17,Don Valley North
1711618,STR-2201-GQPRVG,M6G,11,University-Rosedale
1711619,STR-2201-GXVRVH,M4Y,13,Toronto Centre
1711620,STR-2201-HGBRVJ,M2N,18,Willowdale
1711621,STR-2201-HPHRVK,M6J,9,Davenport
1711622,STR-2201-HWPRVL,M5V,10,Spadina-Fort York
1711623,STR-2201-JDVRVM,M9L,7,Humber River-Black Creek
1711624,STR-2201-FKFDVB,M6K,9,Davenport
1711625,STR-2201-FZSDVD,M5V,10,Spadina-Fort York
1711626,STR-2201-GRFDVG,M4S,12,Toronto-St.Paul's
1711627,STR-2201-HPYDVK,M5S,11,University-Rosedale
1711628,STR-2201-HXFDVL,M6J,10,Spadina-Fort York
1711629,STR-2201-JFLDVM,M6G,11,University-Rosedale
1711630,STR-2201-FTBRVC,M5V,10,Spadina-Fort York
1711631,STR-2201-GBHRVD,M5J,10,Spadina-Fort York
1711632,STR-2201-GRVRVG,M4C,19,Beaches-East York
1711633,STR-2201-GZBRVH,M9C,2,Etobicoke Centre
1711634,STR-2201-HQPRVK,M5J,10,Spadina-Fort York
1711635,STR-2201-JGBRVM,M6E,9,Davenport
1711636,STR-2201-FTSDVC,M5B,13,Toronto Centre
1711637,STR-2201-HHYDVJ,M6A,8,Eglinton-Lawrence
1711638,STR-2201-HRFDVK,M1R,21,Scarborough Centre
1711639,STR-2201-GTCXVH,M4A,16,Don Valley East
1711640,STR-2201-HBJXVJ,M8V,3,Etobicoke-Lakeshore
1711641,STR-2201-HRWXVL,M5E,10,Spadina-Fort York
1711642,STR-2201-FFMKVB,M5A,13,Toronto Centre
1711643,STR-2201-FMTKVC,M5J,10,Spadina-Fort York
1711644,STR-2201-FVZKVD,M9A,2,Etobicoke Centre
1711645,STR-2201-GDGKVF,M5R,11,University-Rosedale
1711646,STR-2201-HBZKVJ,M6J,9,Davenport
1711647,STR-2201-HKGKVK,M9M,7,Humber River-Black Creek
1711648,STR-2201-HSMKVL,M3C,16,Don Valley East
1711649,STR-2201-HZTKVM,M6P,4,Parkdale-High Park
1711650,STR-2201-FPJXVC,M3L,7,Humber River-Black Creek
1711651,STR-2201-FWQXVD,M3J,7,Humber River-Black Creek
1711652,STR-2201-GMCXVG,M5R,11,University-Rosedale
1711653,STR-2201-HKWXVK,M4M,14,Toronto-Danforth
1711654,STR-2201-JBJXVM,M6K,10,Spadina-Fort York
1711655,STR-2201-GFMKVF,M5V,10,Spadina-Fort York
1711656,STR-2201-GMTKVG,M4Y,13,Toronto Centre
1711657,STR-2201-GVZKVH,M5A,13,Toronto Centre
1711658,STR-2201-HTTKVL,M1M,20,Scarborough Southwest
1711659,STR-2201-JBZKVM,M6R,4,Parkdale-High Park
1711660,STR-2201-FQQXVC,M6J,11,University-Rosedale
1711661,STR-2201-FXWXVD,M8Z,3,Etobicoke-Lakeshore
1711662,STR-2201-GGCXVF,M6K,10,Spadina-Fort York
1711663,STR-2201-GPJXVG,M4L,19,Beaches-East York
1711664,STR-2206-JBTRVM,M4P,12,Toronto-St. Paul's
1711665,STR-2201-GWQXVH,M2J,17,Don Valley North
1711666,STR-2201-HDWXVJ,M4C,19,Beaches-East York
1711667,STR-2201-FHZKVB,M4J,14,Toronto-Danforth
1711668,STR-2201-FRGKVC,M5J,10,Spadina-Fort York
1711669,STR-2201-GXGKVH,M5J,10,Spadina-Fort York
1711670,STR-2201-HFMKVJ,M4L,14,Toronto-Danforth
1711671,STR-2201-HVZKVL,M5A,13,Toronto Centre
1711672,STR-2201-GHJXVF,M5B,13,Toronto Centre
1711673,STR-2201-GQQXVG,M6J,10,Spadina-Fort York
1711674,STR-2201-GXWXVH,M1B,23,Scarborough North
1711675,STR-2201-HGCXVJ,M2R,18,Willowdale
1711676,STR-2201-HWQXVL,M5J,10,Spadina-Fort York
1711677,STR-2201-JDWXVM,M5R,11,University-Rosedale
1711678,STR-2201-FKGKVB,M5H,10,Spadina-Fort York
1711679,STR-2201-GHZKVF,M6E,9,Davenport
1711680,STR-2201-FZTKVD,M5V,10,Spadina-Fort York
1711681,STR-2201-GRGKVG,M1H,24,Scarborough-Guildwood
1711682,STR-2201-HGTKVJ,M4Y,13,Toronto Centre
1711683,STR-2201-FTCXVC,M6S,4,Parkdale-High Park
1711684,STR-2201-HPZKVK,M8V,3,Etobicoke-Lakeshore
1711685,STR-2201-JFMKVM,M6R,4,Parkdale-High Park
1711686,STR-2201-HXGKVL,M6J,11,University-Rosedale
1711687,STR-2201-GJQXVF,M1P,21,Scarborough Centre
1711688,STR-2201-GZCXVH,M5V,10,Spadina-Fort York
1711689,STR-2201-HQQXVK,M5V,10,Spadina-Fort York
1711690,STR-2201-HXWXVL,M8W,3,Etobicoke-Lakeshore
1711691,STR-2201-FLMKVB,M6S,4,Parkdale-High Park
1711692,STR-2201-FTTKVC,M4S,12,Toronto-St. Paul's
1711693,STR-2201-HHZKVJ,M5A,13,Toronto Centre
1711694,STR-2201-HRGKVK,M5R,11,University-Rosedale
1711695,STR-2201-JGTKVM,M6P,4,Parkdale-High Park
1711696,STR-2201-FDYDVB,M6P,4,Parkdale-High Park
1711697,STR-2201-GCSDVF,M1E,24,Scarborough-Guildwood
1711698,STR-2201-GKYDVG,M5V,10,Spadina-Fort York
1711699,STR-2201-GTFDVH,M8W,3,Etobicoke-Lakeshore
1711700,STR-2201-HRYDVL,M1C,25,Scarborough-Rouge Park
1711701,STR-2201-FMVRVC,M3H,44,York Centre
1711702,STR-2201-GLPRVG,M6S,4,Parkdale-High Park
1711703,STR-2201-HCBRVJ,M6H,9,Davenport
1711704,STR-2201-HKHRVK,M5V,10,Spadina-Fort York
1711705,STR-2201-HSPRVL,M6S,4,Parkdale-High Park
1711706,STR-2201-HZVRVM,M6G,11,University-Rosedale
1711707,STR-2201-FGFDVB,M5J,10,Spadina-Fort York
1711708,STR-2201-FPLDVC,M6P,4,Parkdale-High Park
1711709,STR-2201-GDYDVF,M4N,15,Don Valley West
1711710,STR-2201-GMFDVG,M6G,11,University-Rosedale
1711711,STR-2201-GVLDVH,M5V,10,Spadina-Fort York
1711712,STR-2201-HKYDVK,M9M,7,Humber River-Black Creek
1711713,STR-2201-HTFDVL,M5V,10,Spadina-Fort York
1711714,STR-2201-JBLDVM,M6E,8,Eglinton-Lawrence
1711715,STR-2209-GHWDVF,M5T,11,University-Rosedale
1711716,STR-2201-FQBRVC,M5J,10,Spadina-Fort York
1711717,STR-2201-GFPRVF,M5M,8,Eglinton-Lawrence
1711718,STR-2201-HDHRVJ,M4G,15,Don Valley West
1711719,STR-2201-HLPRVK,M6K,4,Parkdale-High Park
1711720,STR-2201-HTVRVL,M2M,18,Willowdale
1711721,STR-2201-JCBRVM,M5A,13,Toronto Centre
1711722,STR-2201-FQSDVC,M5V,10,Spadina-Fort York
1711723,STR-2201-FXYDVD,M5J,10,Spadina-Fort York
1711724,STR-2201-GPLDVG,M5V,10,Spadina-Fort York
1711725,STR-2201-GWSDVH,M5V,10,Spadina-Fort York
1711726,STR-2201-HDYDVJ,M5V,10,Spadina-Fort York
1711727,STR-2201-JCSDVM,M5V,10,Spadina-Fort York
1711728,STR-2201-FJBRVB,M5S,11,University-Rosedale
1711729,STR-2201-FRHRVC,M4L,14,Toronto-Danforth
1711730,STR-2201-FYPRVD,M1S,22,Scarborough-Agincourt
1711731,STR-2201-GGVRVF,M9C,2,Etobicoke Centre
1711732,STR-2201-GXHRVH,M5J,10,Spadina-Fort York
1711733,STR-2201-HFPRVJ,M5V,10,Spadina-Fort York
1711734,STR-2201-HMVRVK,M4L,19,Beaches-East York
1711735,STR-2201-HWBRVL,M4P,12,Toronto-St. Paul's
1711736,STR-2201-JDHRVM,M8V,3,Etobicoke-Lakeshore
1711737,STR-2201-FJSDVB,M4M,14,Toronto-Danforth
1711738,STR-2201-FRYDVC,M1K,20,Scarborough Southwest
1711739,STR-2201-FZFDVD,M2R,18,Willowdale
1711740,STR-2201-GHLDVF,M8V,3,Etobicoke-Lakeshore
1711741,STR-2201-GQSDVG,M1K,20,Scarborough Southwest
1711742,STR-2201-GXYDVH,M5V,10,Spadina-Fort York
1711743,STR-2201-HPLDVK,M5B,13,Toronto Centre
1711744,STR-2201-HWSDVL,M5V,10,Spadina-Fort York
1711745,STR-2201-FSPRVC,M1B,23,Scarborough North
1711746,STR-2201-GJBRVF,M5C,13,Toronto Centre
1711747,STR-2201-GRHRVG,M4C,19,Beaches-East York
1711748,STR-2202-HGVRVJ,M6H,9,Davenport
1711749,STR-2202-HQBRVK,M9B,2,Etobicoke Centre
1711750,STR-2202-FJCXVB,M1T,22,Scarborough-Agincourt
1711751,STR-2202-FKYDVB,M5V,10,Spadina-Fort York
1711752,STR-2202-GRYDVG,M6E,9,Davenport
1711753,STR-2202-GZFDVH,M5J,10,Spadina-Fort York
1711754,STR-2202-HHLDVJ,M2N,18,Willowdale
1711755,STR-2202-HQSDVK,M1C,25,Scarborough-Rouge Park
1711756,STR-2202-JGFDVM,M6K,4,Parkdale-High Park
1711757,STR-2202-FLPRVB,M5J,10,Spadina-Fort York
1711758,STR-2202-FTVRVC,M6P,4,Parkdale-High Park
1711759,STR-2202-GCBRVD,M9R,2,Etobicoke Centre
1711760,STR-2202-GKHRVF,M2M,17,Don Valley North
1711761,STR-2202-GSPRVG,M4Y,13,Toronto Centre
1711762,STR-2202-GZVRVH,M5V,10,Spadina-Fort York
1711763,STR-2202-HJBRVJ,M6A,8,Eglinton-Lawrence
1711764,STR-2202-HRHRVK,M1P,21,Scarborough Centre
1711765,STR-2202-JGVRVM,M4L,14,Toronto-Danforth
1711766,STR-2202-FDZKVB,M5B,13,Toronto Centre
1711767,STR-2202-FMGKVC,M1M,20,Scarborough Southwest
1711768,STR-2202-GKZKVG,M5A,13,Toronto Centre
1711769,STR-2202-GTGKVH,M5A,13,Toronto Centre
1711770,STR-2202-HBMKVJ,M6H,9,Davenport
1711771,STR-2202-HZGKVM,M4E,19,Beaches-East York
1711772,STR-2202-FFQXVB,M5B,13,Toronto Centre
1711773,STR-2202-FWCXVD,M2R,6,York Centre
1711774,STR-2202-GTWXVH,M4J,14,Toronto-Danforth
1711775,STR-2202-HKJXVK,M5V,10,Spadina-Fort York
1711776,STR-2202-HZWXVM,M5V,10,Spadina-Fort York
1711777,STR-2202-FGGKVB,M4Y,13,Toronto Centre
1711778,STR-2202-FPMKVC,M1N,20,Scarborough Southwest
1711779,STR-2202-GDZKVF,M6J,9,Davenport
1711780,STR-2202-GVMKVH,M5V,10,Spadina-Fort York
1711781,STR-2202-HCTKVJ,M4B,19,Beaches-East York
1711782,STR-2202-HKZKVK,M5E,13,Toronto Centre
1711783,STR-2202-HTGKVL,M9B,2,Etobicoke Centre
1711784,STR-2202-FGWXVB,M5B,13,Toronto Centre
1711785,STR-2202-FQCXVC,M5R,11,University-Rosedale
1711786,STR-2202-GMWXVG,M4R,8,Eglinton-Lawrence
1711787,STR-2202-GWCXVH,M9B,2,Etobicoke Centre
1711788,STR-2202-HDJXVJ,M4R,8,Eglinton-Lawrence
1711789,STR-2202-HLQXVK,M9B,2,Etobicoke Centre
1711790,STR-2202-HTWXVL,M9P,1,Etobicoke North
1711791,STR-2202-JCCXVM,M6R,4,Parkdale-High Park
1711792,STR-2202-FQTKVC,M6H,9,Davenport
1711793,STR-2202-GPMKVG,M6H,9,Davenport
1711794,STR-2202-GWTKVH,M5V,10,Spadina-Fort York
1711795,STR-2202-HMGKVK,M5V,10,Spadina-Fort York
1711796,STR-2202-HVMKVL,M4L,19,Beaches-East York
1711797,STR-2202-JCTKVM,M4C,19,Beaches-East York
1711798,STR-2202-GGWXVF,M5A,13,Toronto Centre
1711799,STR-2202-GQCXVG,M5S,11,University-Rosedale
1711800,STR-2202-HFQXVJ,M5V,10,Spadina-Fort York
1711801,STR-2202-HMWXVK,M5V,10,Spadina-Fort York
1711802,STR-2202-HWCXVL,M6H,9,Davenport
1711803,STR-2202-JDJXVM,M1L,20,Scarborough Southwest
1711804,STR-2202-FJTKVB,M1H,24,Scarborough-Guildwood
1711805,STR-2202-FRZKVC,M3B,15,Don Valley West
1711806,STR-2202-FZGKVD,M6J,9,Davenport
1711807,STR-2202-GHMKVF,M4J,14,Toronto-Danforth
1711808,STR-2202-GXZKVH,M5V,10,Spadina-Fort York
1711809,STR-2202-HGGKVJ,M5V,10,Spadina-Fort York
1711810,STR-2202-HWTKVL,M5V,10,Spadina-Fort York
1711811,STR-2202-JDZKVM,M6S,4,Parkdale-High Park
1711812,STR-2202-FKJXVB,M2R,18,Willowdale
1711813,STR-2202-FSQXVC,M3H,6,York Centre
1711814,STR-2202-GJCXVF,M8V,3,Etobicoke-Lakeshore
1711815,STR-2202-GRJXVG,M6J,10,Spadina-Fort York
1711816,STR-2202-GYQXVH,M6S,4,Parkdale-High Park
1711817,STR-2202-HQCXVK,M2J,17,Don Valley North
1711818,STR-2202-HXJXVL,M5S,11,University-Rosedale
1711819,STR-2202-FKZKVB,M3H,6,York Centre
1711820,STR-2202-FTGKVC,M5V,10,Spadina-Fort York
1711821,STR-2202-GBMKVD,M4P,12,Toronto-St. Paul’s
1711822,STR-2202-GJTKVF,M1S,23,Scarborough North
1711823,STR-2202-GZGKVH,M9L,7,Humber River-Black Creek
1711824,STR-2206-HZBXVM,M9C,2,Etobicoke Centre
1711825,STR-2202-HHMKVJ,M5B,13,Toronto Centre
1711826,STR-2202-HQTKVK,M2N,18,Willowdale
1711827,STR-2202-HXZKVL,M5J,10,Spadina-Fort York
1711828,STR-2202-JGGKVM,M6K,4,Parkdale-High Park
1711829,STR-2202-GCCXVD,M1M,20,Scarborough Southwest
1711830,STR-2202-GSQXVG,M6J,9,Davenport
1711831,STR-2202-GZWXVH,M6H,9,Davenport
1711832,STR-2202-HJCXVJ,M4W,11,University-Rosedale
1711833,STR-2202-HRJXVK,M5V,10,Spadina-Fort York
1711834,STR-2203-HFCXVJ,M6K,10,Spadina-Fort York
1711835,STR-2202-JGWXVM,M4L,14,Toronto-Danforth
1711836,STR-2202-FFBRVB,M1J,21,Scarborough Centre
1711837,STR-2202-FMHRVC,M9R,2,Etobicoke Centre
1711838,STR-2202-FVPRVD,M5V,10,Spadina-Fort York
1711839,STR-2202-GCVRVF,M3C,16,Don Valley East
1711840,STR-2202-GLBRVG,M5V,10,Spadina-Fort York
1711841,STR-2202-GTHRVH,M1E,24,Scarborough-Guildwood
1711842,STR-2202-HBPRVJ,M5V,10,Spadina-Fort York
1711843,STR-2202-HJVRVK,M6P,4,Parkdale-High Park
1711844,STR-2202-HZHRVM,M5S,11,University-Rosedale
1711845,STR-2202-FFSDVB,M9C,2,Etobicoke Centre
1711846,STR-2202-FMYDVC,M8Y,3,Etobicoke-Lakeshore
1711847,STR-2202-FWFDVD,M4L,14,Toronto-Danforth
1711848,STR-2202-GDLDVF,M2R,6,York Centre
1711849,STR-2202-GTYDVH,M6K,10,Spadina-Fort York
1711850,STR-2202-HZYDVM,M6J,9,Davenport
1711851,STR-2202-FGHRVB,M5S,11,University-Rosedale
1711852,STR-2202-FWVRVD,M2M,18,Willowdale
1711853,STR-2202-GMHRVG,M5E,10,Spadina-Fort York
1711854,STR-2202-HLBRVK,M8Z,3,Etobicoke-Lakeshore
1711855,STR-2202-HTHRVL,M6J,10,Spadina-Fort York
1711856,STR-2202-JBPRVM,M5A,13,Toronto Centre
1711857,STR-2202-FQFDVC,M4Y,13,Toronto Centre
1711858,STR-2202-GMYDVG,M2N,18,Willowdale
1711859,STR-2202-GWFDVH,M2N,18,Willowdale
